Counter: 434
(1297, 533)
(1298, 534)
(1299, 540)
(1302, 538)
(1303, 540)
(1304, 541)
(1306, 540)
(1308, 545)
(1315, 553)
(1316, 554)
(1317, 553)
(1321, 564)
(1322, 566)
(1323, 565)
(1324, 564)
(1325, 568)
(1326, 569)
(1327, 564)
(1328, 574)
(1329, 569)
(1330, 570)
(1331, 572)
(1332, 574)
(1333, 575)
(1334, 576)
(1335, 576)
(1336, 578)
(1337, 579)
(1338, 578)
(1339, 580)
(1340, 581)
(1341, 582)
(1342, 584)
(1343, 584)
(1345, 587)
(1346, 588)
(1347, 589)
(1348, 590)
(1349, 591)
(1350, 592)
(1351, 593)
(1352, 594)
(1353, 596)
(1354, 597)
(1355, 598)
(1356, 599)
(1357, 600)
(1358, 600)
(1359, 602)
(1360, 603)
(1361, 604)
(1362, 605)
(1363, 606)
(1364, 607)
(1365, 608)
(1366, 609)
(1367, 611)
(1368, 611)
(1369, 611)
(1370, 613)
(1371, 614)
(1372, 615)
(1373, 617)
(1374, 618)
(1375, 619)
(1376, 620)
(1377, 621)
(1378, 622)
(1379, 623)
(1380, 624)
(1381, 625)
(1382, 624)
(1383, 627)
(1384, 628)
(1385, 629)
(1386, 629)
(1387, 632)
(1388, 632)
(1389, 633)
(1390, 635)
(1391, 635)
(1392, 637)
(1393, 638)
(1394, 639)
(1395, 639)
(1396, 641)
(1397, 642)
(1398, 642)
(1399, 645)
(1400, 645)
(1401, 645)
(1402, 647)
(1403, 648)
(1404, 651)
(1405, 650)
(1406, 652)
(1407, 653)
(1408, 655)
(1409, 655)
(1410, 656)
(1411, 657)
(1412, 658)
(1413, 659)
(1414, 660)
(1415, 662)
(1416, 663)
(1417, 664)
(1418, 665)
(1419, 666)
(1420, 667)
(1421, 668)
(1422, 669)
(1423, 671)
(1424, 671)
(1425, 673)
(1426, 673)
(1427, 674)
(1428, 675)
(1429, 677)
(1430, 678)
(1431, 679)
(1432, 680)
(1433, 681)
(1434, 683)
(1435, 684)
(1436, 685)
(1437, 686)
(1438, 686)
(1439, 688)
(1440, 689)
(1441, 690)
(1442, 690)
(1443, 692)
(1444, 694)
(1445, 695)
(1448, 698)
(1449, 698)
(1450, 700)
(1451, 701)
(1452, 702)
(1453, 704)
(1454, 705)
(1455, 706)
(1456, 707)
(1457, 709)
(1458, 710)
(1459, 711)
(1460, 712)
(1461, 713)
(1462, 713)
(1463, 716)
(1464, 719)
(1465, 718)
(1466, 719)
(1467, 721)
(1468, 722)
(1469, 722)
(1470, 724)
(1471, 725)
(1472, 726)
(1473, 727)
(1474, 727)
(1475, 729)
(1476, 731)
(1477, 732)
(1478, 733)
(1479, 734)
(1480, 735)
(1481, 736)
(1482, 739)
(1483, 739)
(1484, 740)
(1485, 740)
(1486, 742)
(1487, 744)
(1488, 745)
(1489, 746)
(1490, 746)
(1491, 748)
(1492, 749)
(1493, 749)
(1494, 751)
(1495, 751)
(1496, 752)
(1497, 754)
(1498, 752)
(1499, 752)
(1500, 757)
(1503, 755)
(1504, 762)
(1505, 762)
(1506, 764)
(1507, 764)
(1508, 766)
(1509, 767)
(1510, 768)
(1511, 768)
(1512, 768)
(1514, 772)
(1515, 778)
(1516, 774)
(1517, 776)
(1518, 776)
(1519, 779)
(1520, 781)
(1521, 779)
(1522, 779)
(1523, 780)
(1524, 780)
(1525, 786)
(1526, 786)
(1527, 786)
(1528, 786)
(1529, 786)
(1530, 783)
(1531, 790)
(1532, 791)
(1533, 791)
(1534, 791)
(1535, 791)
(1536, 790)
(1537, 790)
(1538, 791)
(1539, 791)
(1540, 794)
(1541, 794)
(1542, 794)
(1543, 794)
(1544, 799)
(1545, 799)
(1546, 797)
(1547, 798)
(1548, 806)
(1549, 794)
(1550, 794)
(1551, 804)
(1552, 804)
(1553, 804)
(1554, 804)
(1555, 804)
(1556, 804)
(1557, 804)
(1558, 807)
(1559, 804)
(1560, 807)
(1561, 807)
(1562, 808)
(2364, 2313)
(2365, 2313)
(2366, 2313)
(2367, 2313)
(2368, 2313)
(2369, 2313)
(2370, 2313)
(2371, 2320)
(2372, 2321)
(2373, 2321)
(2374, 2321)
(2375, 2321)
(2376, 2321)
(2377, 2321)
(2378, 2321)
(2379, 2321)
(2380, 2329)
(2381, 2330)
(2382, 2330)
(2383, 2332)
(2384, 2333)
(2385, 2334)
(2386, 2335)
(2387, 2335)
(2388, 2333)
(2389, 2337)
(2390, 2333)
(2391, 2332)
(2392, 2333)
(2393, 2331)
(2394, 2331)
(2395, 2329)
(2396, 2329)
(2397, 2334)
(2398, 2347)
(2399, 2331)
(2400, 2331)
(2401, 2328)
(2402, 2328)
(2403, 2320)
(2404, 2336)
(2405, 2331)
(2406, 2335)
(2407, 2332)
(2408, 2336)
(2409, 2328)
(2410, 2343)
(2411, 2359)
(2412, 2323)
(2420, 20)
(2421, 20)
(2422, 24)
(2424, 25)
(2425, 25)
(2426, 25)
(2427, 25)
(2428, 26)
(2429, 25)
(2430, 26)
(2431, 29)
(2432, 27)
(2433, 30)
(2434, 32)
(2435, 32)
(2436, 32)
(2438, 36)
(2439, 36)
(2440, 36)
(2441, 38)
(2442, 39)
(2443, 41)
(2444, 41)
(2445, 43)
(2446, 43)
(2447, 44)
(2448, 45)
