Counter: 331
(1321, 564)
(1323, 565)
(1324, 567)
(1325, 567)
(1326, 567)
(1327, 569)
(1328, 570)
(1329, 571)
(1330, 571)
(1331, 572)
(1332, 573)
(1333, 575)
(1334, 576)
(1335, 577)
(1336, 578)
(1337, 579)
(1338, 579)
(1339, 581)
(1340, 581)
(1341, 583)
(1342, 584)
(1343, 585)
(1344, 586)
(1345, 587)
(1346, 588)
(1347, 589)
(1348, 590)
(1349, 591)
(1350, 592)
(1351, 593)
(1352, 595)
(1353, 596)
(1354, 596)
(1355, 598)
(1356, 599)
(1357, 600)
(1358, 601)
(1359, 602)
(1360, 603)
(1361, 604)
(1362, 605)
(1363, 606)
(1364, 607)
(1365, 608)
(1366, 609)
(1367, 610)
(1368, 611)
(1369, 612)
(1370, 613)
(1371, 614)
(1372, 615)
(1373, 617)
(1374, 618)
(1375, 619)
(1376, 620)
(1377, 621)
(1378, 622)
(1379, 623)
(1380, 624)
(1381, 625)
(1382, 626)
(1383, 627)
(1384, 628)
(1385, 629)
(1386, 630)
(1387, 631)
(1388, 632)
(1389, 633)
(1390, 634)
(1391, 635)
(1392, 636)
(1393, 638)
(1394, 639)
(1395, 640)
(1396, 641)
(1397, 642)
(1398, 643)
(1399, 644)
(1400, 645)
(1401, 646)
(1402, 647)
(1403, 648)
(1404, 649)
(1405, 651)
(1406, 652)
(1407, 653)
(1408, 654)
(1409, 655)
(1410, 656)
(1411, 657)
(1412, 658)
(1413, 659)
(1414, 660)
(1415, 662)
(1416, 663)
(1417, 664)
(1418, 665)
(1419, 666)
(1420, 667)
(1421, 668)
(1422, 669)
(1423, 670)
(1424, 671)
(1425, 673)
(1426, 673)
(1427, 675)
(1428, 676)
(1429, 677)
(1430, 678)
(1431, 679)
(1432, 680)
(1433, 681)
(1434, 683)
(1435, 684)
(1436, 685)
(1437, 686)
(1438, 687)
(1439, 688)
(1440, 689)
(1441, 690)
(1442, 691)
(1443, 693)
(1444, 694)
(1445, 695)
(1446, 696)
(1447, 697)
(1448, 698)
(1449, 699)
(1450, 700)
(1451, 702)
(1452, 703)
(1453, 704)
(1454, 705)
(1455, 706)
(1456, 708)
(1457, 709)
(1458, 710)
(1459, 711)
(1460, 712)
(1461, 713)
(1462, 715)
(1463, 716)
(1464, 717)
(1465, 718)
(1466, 719)
(1467, 720)
(1468, 722)
(1469, 723)
(1470, 724)
(1471, 725)
(1472, 726)
(1473, 727)
(1474, 728)
(1475, 730)
(1476, 731)
(1477, 732)
(1478, 733)
(1479, 734)
(1480, 735)
(1481, 736)
(1482, 737)
(1483, 739)
(1484, 740)
(1485, 741)
(1486, 742)
(1487, 743)
(1488, 744)
(1489, 745)
(1490, 746)
(1491, 748)
(1492, 749)
(1493, 750)
(1494, 751)
(1495, 752)
(1496, 753)
(1497, 754)
(1498, 755)
(1499, 756)
(1500, 757)
(1501, 758)
(1502, 759)
(1503, 760)
(1504, 761)
(1505, 762)
(1506, 763)
(1507, 765)
(1508, 765)
(1509, 766)
(1510, 768)
(1511, 769)
(1512, 770)
(1534, 791)
(1535, 791)
(1536, 791)
(1537, 791)
(1538, 791)
(1539, 791)
(1540, 795)
(1541, 794)
(1542, 794)
(1543, 794)
(1544, 794)
(1545, 795)
(1546, 795)
(1547, 798)
(1548, 797)
(2376, 2325)
(2377, 2326)
(2378, 2327)
(2379, 2328)
(2380, 2329)
(2381, 2330)
(2382, 2329)
(2383, 2332)
(2384, 2333)
(2385, 2334)
(2386, 2335)
(2387, 2336)
(2388, 2334)
(2389, 2337)
(2390, 2336)
(2391, 2333)
(2392, 2332)
(2393, 2331)
(2394, 2335)
(2395, 2343)
(2396, 2343)
(2397, 2331)
(2398, 2330)
(2430, 28)
(2431, 29)
(2434, 32)
(2439, 36)
(2440, 37)
(2441, 38)
(2442, 39)
(2443, 40)
(2444, 41)
(2445, 42)
(2446, 43)
(2447, 44)
(2448, 45)
(2449, 46)
(2450, 47)
(2451, 49)
(2452, 50)
(2453, 51)
(2454, 52)
(2455, 53)
(2456, 54)
(2457, 55)
(2458, 56)
(2459, 57)
(2460, 58)
(2461, 59)
(2462, 60)
(2463, 62)
(2464, 63)
(2465, 63)
(2466, 64)
(2467, 66)
(2468, 67)
(2469, 68)
(2470, 68)
(2471, 70)
(2472, 71)
(2473, 72)
(2474, 73)
(2475, 74)
(2476, 75)
(2477, 76)
(2478, 77)
(2479, 78)
(2480, 79)
(2481, 80)
(2482, 81)
(2483, 82)
(2484, 83)
(2485, 84)
(2486, 85)
(2487, 86)
(2488, 87)
(2489, 88)
(2490, 89)
(2491, 90)
(2492, 91)
(2493, 92)
(2494, 93)
(2495, 94)
(2496, 95)
(2497, 96)
(2498, 97)
(2499, 98)
(2500, 99)
(2501, 101)
(2502, 102)
(2503, 104)
(2590, 831)
(2591, 832)
(2592, 834)
(2593, 835)
(2594, 837)
(2595, 838)
(2596, 839)
(2597, 840)
(2598, 842)
(2599, 843)
(2600, 845)
(2601, 846)
(2602, 847)
(2603, 849)
(2604, 850)
(2605, 851)
(2606, 853)
(2607, 854)
(2608, 855)
(2609, 857)
(2610, 858)
(2611, 859)
(2612, 861)
(2613, 861)
(2614, 863)
(2615, 864)
(2616, 866)
(2617, 867)
(2618, 869)
(2619, 869)
(2620, 872)
(2621, 872)
(2622, 873)
(2623, 878)
