(1562, 112)
(1562, 113)
(1562, 114)
(1562, 115)
(1562, 116)
(1562, 117)
(1562, 118)
(1563, 111)
(1563, 112)
(1563, 113)
(1563, 114)
(1563, 115)
(1563, 116)
(1563, 117)
(1563, 118)
(1563, 119)
(1563, 120)
(1563, 121)
(1564, 111)
(1564, 112)
(1564, 113)
(1564, 114)
(1564, 115)
(1564, 116)
(1564, 117)
(1564, 118)
(1564, 119)
(1564, 120)
(1564, 121)
(1564, 122)
(1564, 123)
(1565, 111)
(1565, 112)
(1565, 113)
(1565, 114)
(1565, 115)
(1565, 116)
(1565, 117)
(1565, 118)
(1565, 119)
(1565, 120)
(1565, 121)
(1565, 122)
(1565, 123)
(1565, 124)
(1566, 112)
(1566, 113)
(1566, 114)
(1566, 115)
(1566, 116)
(1566, 117)
(1566, 118)
(1566, 119)
(1566, 120)
(1566, 121)
(1566, 122)
(1566, 123)
(1566, 124)
(1566, 125)
(1566, 126)
(1567, 112)
(1567, 113)
(1567, 114)
(1567, 115)
(1567, 116)
(1567, 117)
(1567, 118)
(1567, 119)
(1567, 120)
(1567, 121)
(1567, 122)
(1567, 123)
(1567, 124)
(1567, 125)
(1567, 126)
(1567, 127)
(1568, 113)
(1568, 114)
(1568, 115)
(1568, 116)
(1568, 117)
(1568, 118)
(1568, 119)
(1568, 120)
(1568, 121)
(1568, 122)
(1568, 123)
(1568, 124)
(1568, 125)
(1568, 126)
(1568, 127)
(1568, 128)
(1569, 114)
(1569, 115)
(1569, 116)
(1569, 117)
(1569, 118)
(1569, 119)
(1569, 120)
(1569, 121)
(1569, 122)
(1569, 123)
(1569, 124)
(1569, 125)
(1569, 126)
(1569, 127)
(1569, 128)
(1569, 129)
(1570, 115)
(1570, 116)
(1570, 117)
(1570, 118)
(1570, 119)
(1570, 120)
(1570, 121)
(1570, 122)
(1570, 123)
(1570, 124)
(1570, 125)
(1570, 126)
(1570, 127)
(1570, 128)
(1570, 129)
(1570, 130)
(1571, 116)
(1571, 117)
(1571, 118)
(1571, 119)
(1571, 120)
(1571, 121)
(1571, 122)
(1571, 123)
(1571, 124)
(1571, 125)
(1571, 126)
(1571, 127)
(1571, 128)
(1571, 129)
(1571, 130)
(1571, 131)
(1571, 132)
(1572, 117)
(1572, 118)
(1572, 119)
(1572, 120)
(1572, 121)
(1572, 122)
(1572, 123)
(1572, 124)
(1572, 125)
(1572, 126)
(1572, 127)
(1572, 128)
(1572, 129)
(1572, 130)
(1572, 131)
(1572, 132)
(1572, 133)
(1573, 118)
(1573, 119)
(1573, 120)
(1573, 121)
(1573, 122)
(1573, 123)
(1573, 124)
(1573, 125)
(1573, 126)
(1573, 127)
(1573, 128)
(1573, 129)
(1573, 130)
(1573, 131)
(1573, 132)
(1573, 133)
(1573, 134)
(1574, 120)
(1574, 121)
(1574, 122)
(1574, 123)
(1574, 124)
(1574, 125)
(1574, 126)
(1574, 127)
(1574, 128)
(1574, 129)
(1574, 130)
(1574, 131)
(1574, 132)
(1574, 133)
(1574, 134)
(1574, 135)
(1575, 121)
(1575, 122)
(1575, 123)
(1575, 124)
(1575, 125)
(1575, 126)
(1575, 127)
(1575, 128)
(1575, 129)
(1575, 130)
(1575, 131)
(1575, 132)
(1575, 133)
(1575, 134)
(1575, 135)
(1575, 136)
(1576, 122)
(1576, 123)
(1576, 124)
(1576, 125)
(1576, 126)
(1576, 127)
